Movie,Worldwide Net Revenue
Gone Baby Gone,15359030 
Thomas and the Magic Railroad,-3088668 
Mutiny on The Bounty,-5320000 
Gone,-899811 
Sen to Chihiro no Kamikakushi,364877891 
Sex Drive,-8587515 
Firestorm,-10876140 
Take Me Home Tonight,-11423396 
Won't Back Down,-13254497 
Action Point,-13896325 
The Fall of the Roman Empire,-14250000 
The Nutcracker,-16880006 
George Balanchine\'s The Nutcracker,-16880006 
Kansas City,-17646176 
Out of the Inferno,-19000000 
George A. Romero's Land of the Dead,28776015 
Indigènes,7163572 
The Amityville Horror,90675673 
Adaptation,14031756 
The Invention of Lying,14214818 
Fear and Loathing in Las Vegas,-4788097 
Ne le dis à personne,15454018 
Left Behind,-14275935 
The Hunt,-5799021 
Neighbors,252944428 
Borat,243443242 
The Mask,333620129 
Big,133665347 
Legally Blonde,123809235 
Mean Girls,112714469 
Star Trek III: The Search for Spock,69000000 
The Exorcism of Emily Rose,126529078 
Deuce Bigalow: Male Gigolo,74935067 
Barbershop 2: Back in Business,47842412 
The Family Stone,74357499 
Bad Santa,59147031 
Predator,80267558 
My Big Fat Greek Wedding 2,74096558 
The Perfect Guy,42278166 
Austin Powers: International Man of Mystery,49683989 
Diary of a Wimpy Kid: Rodrick Rules,55695194 
Amadeus,33973029 
Old,71836797 
The Forever Purge,58950525 
Prom Night,39193655 
Soul Surfer,29135489 
Under the Tuscan Sun,39490024 
Uncle Drew,28594261 
Birdman or (The Unexpected Virtue of Ignorance),84926247 
Peggy Sue Got Married,23382841 
Gosford Park,40271886 
Orange County,25308707 
Gung Ho,18611610 
Blue Jasmine,84912961 
United 93,59635035 
Honey,44646763 
The Fog,19048526 
Spy Hard,8936265 
Ricki and the Flash,23166033 
Glory,8828365 
The Art of Racing in the Rain,15773963 
Conan the Destroyer,8400000 
Love the Coopers,26263413 
Catch-22,6911670 
Observe and Report,9148898 
Raging Bull,5380513 
Love Happens,18133014 
Fame,62227619 
The Circle,22651864 
Young Sherlock Holmes,1739000 
127 Hours,42217171 
Small Time Crooks,11934477 
Center Stage,3361109 
Norm of the North,12535660 
Catch That Kid,-1040386 
Jobs,25402515 
Life as a House,5889158 
Youth in Revolt,1685588 
And So It Goes,-79987 
"I Love You, Beth Cooper",-1617462 
Blow Out,-4252012 
The Tailor of Panama,9491653 
The Legend of the Lone Ranger,-4600000 
Labor Day,-3810190 
Getaway,-6186011 
The Ice Storm,-1988025 
Being Julia,-3548678 
Troop Beverly Hills,-10809495 
Nine 1/2 Weeks,-11265156 
The Last Station,-2303854 
Dragonslayer,-12000000 
Ed Wood,-12171266 
Mongol,9147349 
RocknRolla,9794339 
Megaforce,-12324401 
Mao's Last Dancer,7941437 
Hamlet,-10870330 
The Railway Man,5910210 
Restoration,-13900000 
Midnight Special,-10319750 
Miss Sloane,-10231741 
Metallica Through the Never,-8917094 
Anything Else,-4796956 
Unforgettable,-15516210 
T2: Trainspotting,24130116 
Das Weisse Band: Eine deutsche Kindergeschichte,7727044 
8 Million Ways to Die,-16694886 
Phantom,-16800490 
The Salton Sea,-17323302 
The Informers,-17685000 
One Man's Hero,-17770689 
Carlos,-16380847 
Renaissance,-15598587 
My Spy,-10925876 
I Come with the Rain,-17372578 
Marriage Story,-17678537 
I Am Wrath,-17690392 
Wolves,-17905047 
Day of the Dead,-18000000 
The Prince,-18000000 
Forsaken,-18000000 
Red Sonja,-10991360 
Baekdusan,41805509 
Red Lights,-3181116 
Superbad,152455142 
Madea Goes To Jail,73008336 
Step Up 2 the Streets,131086910 
Hoodwinked,92343390 
Hotel Rwanda,19020451 
Beerfest,2659316 
Black Nativity,-10045816 
City of Ghosts,-17174509 
Taxi 4,43365364 
Hotel Mumbai,3832855 
A Quiet Place,317876670 
Smile,199049734 
The Others,190765056 
Aliens,166300764 
Let’s Be Cops,119890774 
I Know What You Did Last Summer,108250091 
My Fair Lady,55072607 
Sideways,92726800 
The Best Man Holiday,55835710 
Friday the 13th,75670237 
Pitch Perfect,99044347 
Halloween: H2O,38041738 
Evil Dead,82041947 
Jet Li's Hero,160535958 
Saw 3D,116735284 
"McFarland, USA",28707924 
Harriet,27035587 
Almost Christmas,25493506 
The Hills Have Eyes,53355813 
Crawl,74720490 
40 Days and 40 Nights,78092667 
Good Boy!,28312217 
Smokin' Aces,40263440 
A Night at the Roxbury,13331165 
Beastly,21028230 
Brooklyn's Finest,22233233 
Tron,9919100 
Lottery Ticket,7719879 
Dickie Roberts: Former Child Star,6734486 
ATL,4170563 
Summer Catch,2693891 
A Simple Plan,-683727 
Larry the Cable Guy: Health Inspector,-1319901 
Superman IV: The Quest for Peace,19700000 
They,-859158 
The Adventures of Elmo in Grouchland,-5365542 
55 Days at Peking,-7000000 
My Life in Ruins,3477425 
American Dreamz,-489029 
How She Move,-8392185 
Running Scared,-7270912 
The Apparition,-6362719 
Bobby Jones: Stroke of Genius,-14305929 
Shanghai Surprise,-14685000 
L'illusionniste,-8390051 
Roar,-14889950 
Veronica Guerin,-7561926 
Genius,-9734717 
Nancy Drew and the Hidden Staircase,-16375451 
Southland Tales,-16635393 
Escobar: Paradise Lost,-13082321 
"Mune, le gardien de la lune",-2465954 
Chasseurs de dragons,-3553885 
Occupation: Rainfall,-16645330 
Damnation Alley,-17000000 
One Night in Miami,-16937665 
The Young Messiah,-9486303 
FUR: An Imaginary Portrait of Diane Arbus,-14518911 
My Girl,41511485 
Wall Street,27348100 
Sense and Sensibility,118493774 
The Illusionist,67292062 
Becoming Jane,22880831 
House of Sand and Fog,-345214 
Sydney White,-2863661 
Arn - Tempelriddaren,4904122 
Le Flic de Belleville,-8373620 
Dead Poets Society,223100000 
Gatwick Gangsters,-16066830 
Dumb & Dumber,230400000 
When Harry Met Sally…,76999400 
Road Trip,103739110 
The Verdict,37977250 
Varsity Blues,38294169 
Moonrise Kingdom,52848446 
The Artist,112100584 
The Unborn,62208812 
The Master of Disguise,24363530 
The Texas Chainsaw Massacre: The Beginning,34517763 
El Laberinto del Fauno,71041569 
The Roommate,36545707 
The Messengers,37774833 
The Killing Fields,18609720 
See Spot Run,27057552 
Double Impact,13090445 
Baby Boy,12734552 
Nobody,41512470 
Joe Dirt,14987695 
The Women,34103808 
Hot Fuzz,64976736 
Vicky Cristina Barcelona,88504817 
A Dog’s Journey,62867205 
Stuber,13634023 
Boys and Girls,5799652 
Superfly,4739323 
Léon,29284974 
Remember Me,40506120 
White Oleander,5657770 
Jennifer's Body,15943401 
Drowning Mona,-19624 
Radio Days,-1207221 
How to Deal,-1874484 
Left Behind,4769209 
Soul Plane,-1446193 
My Stepmother Is an Alien,-2146000 
People Like Us,-3382528 
The Thirteenth Floor,-4189146 
The Cookout,-4459888 
Meteor,-7600000 
Highlander,-3100000 
Bleed for This,-8828680 
Hollywood Ending,-1160617 
Duets,-9384548 
Detroit Rock City,-10174686 
Things We Lost in the Fire,-7879852 
The Homesman,-7782429 
Trance,6594052 
The Immigrant,-8414989 
Steel,-14313571 
The White Countess,-13185434 
Bienvenue chez les Ch'tis,231474497 
Ban-do,19091523 
"Men, Women and Children",-14314597 
Teen Spirit,-14426397 
Enter the Void,-14532722 
Good,-15968369 
Vamps,-15905188 
Haeundae,48733391 
Hachiko: A Dog’s Story,31707417 
Zulu,-14155772 
The Lovebirds,-16000000 
The Old Man and the Gun,1155673 
Kimetsu no Yaiba: Mugen Ressha-Hen,490773013 
Second Act,47588854 
Juwanna Mann,-1828183 
The Personal History of David Copperfield,-2392558 
La M?me,73111837 
Ararat,-13742306 
Slow Burn,-14262385 
Madison,-14982738 
The Yellow Handkerchief,-15181377 
Annette,-12150873 
Far from the Madding Crowd,14233850 
Wasabi,-8300000 
Slither,-2319657 
Home Alone,461680911 
Beverly Hills Cop,301300000 
Top Gun,342469522 
Tootsie,162200262 
3 Men and a Baby,152780960 
The King’s Speech,415061213 
American Beauty,341258047 
"Crouching Tiger, Hidden Dragon",198514672 
Twins,201600000 
Scream,158046640 
Annabelle: Creation,290384865 
Jackass Presents: Bad Grandpa,145903019 
Heaven Can Wait,83800000 
The Color Purple,79029472 
The Imitation Game,212328585 
Beetlejuice,59456266 
Ben-Hur,58259017 
10 Cloverfield Lane,93286422 
Mama,133095566 
Private Benjamin,54847348 
Coal Miner’s Daughter,52182787 
Lethal Weapon,105192350 
Diary of a Wimpy Kid,61954311 
National Lampoon’s Vacation,46400000 
Halloween,62514401 
The Queen,113885873 
Why Did I Get Married?,40934178 
The Woman in Black,113955898 
Little Women,35003303 
The Deer Hunter,35065119 
BlacKkKlansman,78411426 
When a Stranger Calls,52215435 
Big Fat Liar,37461017 
Cop Land,48706632 
Wag the Dog,49252038 
Snitch,42907734 
The Lizzie McGuire Movie,40534455 
Krampus,46788393 
End of Watch,42586606 
The Faculty,25283321 
What's Love Got to Do With It,24100956 
Not Another Teen Movie,47401343 
Wild,37460543 
Lawrence of Arabia,54995047 
The Theory of Everything,108327692 
Drive,66357930 
The Skulls,20007180 
Hawaii,19562222 
The Favourite,80849029 
Malibu’s Most Wanted,19499204 
All About Steve,25127259 
Where the Heart Is,25862054 
Halloween 2,23512850 
The Last House on the Left,31526243 
Because of Winn-Dixie,18508485 
Don’t Breathe 2,32201347 
The Wedding Date,32175038 
The Princess Bride,16046220 
Halloween: Resurrection,22659652 
The Great Debaters,15261293 
When the Game Stands Tall,15138912 
Clash of the Titans,29400000 
Confessions of a Teenage Drama Queen,18118854 
The Object of my Affection,14145924 
28 Weeks Later,49232714 
Grosse Pointe Blank,16070412 
Love & Basketball,12709625 
Home Again,22336874 
Book of Shadows: Blair Witch 2,32721314 
Boogie Nights,28111725 
Ramona and Beezus,12469621 
Escape Room: Tournament of Champions,38493064 
The November Man,19820335 
The Craft,40669466 
Match Point,72950928 
The Remains of the Day,48954968 
Nowhere to Run,37189039 
Urban Legends: Final Cut,23574362 
The Place Beyond the Pines,32011449 
Flicka,6896367 
The Hills Have Eyes II,22466538 
Keanu,5688141 
The Photograph,5704381 
Country Strong,5601987 
Tuck Everlasting,4344615 
The Marine,7165608 
Disturbing Behavior,4014238 
The Big Lebowski,31189568 
A Most Wanted Man,21068890 
The Green Knight,5022491 
The Hurt Locker,34876984 
Eye of the Beholder,3260865 
The Man with the Iron Fists,7018988 
Firestarter,136870 
Miss Bala,364632 
Killing Them Softly,24238443 
Freddy Got Fingered,-750995 
One Day,44168692 
De-Lovely,3524496 
Whip It,3889972 
The Pirates Who Don't Do Anything: A VeggieTale…,-1751556 
U2 3D,11170402 
Highlander: Endgame,-2198810 
The Founder,9403192 
Idlewild,-2330086 
Confidence,-2029599 
Blinded by the Light,3136756 
Knockaround Guys,-2580300 
The Muse,-3385046 
Barney's Great Adventure,-3843529 
The Danish Girl,52514963 
New York Stories,-4236531 
Home Fries,-4486021 
Here on Earth,-4154873 
Raise Your Voice,-188020 
Brazil,-5065516 
The Dark Half,-5420932 
Black Snake Moan,-4048847 
Dark Blue,-2737935 
A Mighty Heart,4153568 
Brainstorm,-6078950 
Queen of Katwe,-4944519 
Whatever it Takes,-6264471 
Boat Trip,-66287 
The Importance of Being Earnest,-6332791 
The Love Letter,-5754123 
Hoot,-6775002 
Trumbo,-1699819 
In Bruges,19527095 
Promised Land,-2605438 
Mulholland Drive,5780568 
Hotel Artemis,-1683373 
The Rocker,-6232662 
Post Grad,-8436598 
Whatever Works,20106706 
The In Crowd,-9782502 
Los tres entierros de Melquiades Estrada,-1545526 
Jakob the Liar,-10043599 
Se jie,50167430 
The Company Men,-10430033 
"Kiss Kiss, Bang Bang",1829464 
Idle Hands,-10975853 
Scouts Guide to the Zombie Apocalypse,554855 
Blood and Chocolate,-8448690 
You Will Meet a Tall Dark Stranger,23535748 
Rock the Kasbah,-11613847 
Chi-raq,-12266603 
Never Let Me Go,-3826282 
The Disappointments Room,-11496239 
The Company,-11606394 
Transsiberian,-8620425 
Crazy in Alabama,-13045798 
The Clan of the Cave Bear,-13046268 
Armageddon Time,-8963742 
The Comedian,-13341294 
Funny Games,-6799873 
Banlieue 13,-3400097 
Felicia's Journey,-13029732 
Metropolis,-13594968 
Cìkè Niè Yinniáng,-3720116 
Things to Do in Denver when You're Dead,-14470234 
The Reluctant Fundamentalist,-14471269 
The Return,-9046114 
Buffalo Soldiers,-13231024 
Steal,-14759975 
Centurion,-7114952 
Ong-Bak 2,-7416950 
Silent Trigger,-14923618 
Midnight Meat Train,-13409754 
Winnie Mandela,-14938153 
The Son of No One,-13851422 
All the Queen's Men,-14977277 
The Good Night,-14977559 
Khumba,5898221 
A Few Best Men,2224539 
Autómata,-8224542 
Chiamatemi Francesco - Il papa della gente,-11074231 
Bathory,-11563237 
San suk si gin,-12986660 
Roma,-13096938 
Dungeons & Dragons 2: The Elemental Might,-14090178 
In Dubious Battle,-14785818 
Midnight in the Switchgrass,-14902482 
Broken Horses,-14996529 
Pandaemonium,-14998562 
Groundhog Day,56512677 
Magic Mike XXL,109080421 
Romeo+Juliet,133042381 
Elle s'appelait Sarah,10980031 
Sha Po Lang: Tan Lang,64726860 
Freedom,-13627243 
Unforgiven,144757447 
Manderlay,-13656694 
Pretty Woman,418566361 
Fatal Attraction,306099997 
Slumdog Millionaire,369825427 
Towering Inferno,125700000 
Crocodile Dundee 2,225606210 
Born on the Fourth of July,56001698 
Cool Runnings,141008909 
Stomp the Yard,61525718 
My Bloody Valentine,88836002 
The Possession,68925064 
First Blood,111212904 
The Spy Who Loved Me,171400000 
Breakthrough,35231674 
Urban Legend,58571864 
Taps,21856053 
Tyler Perry's Good Deeds,21579177 
White Fang,20729091 
Dangerous Liaisons,20700000 
Jojo Rabbit,72878073 
Superstar,16628981 
The Iron Lady,101592104 
Poetic Justice,13450453 
Jonah: A VeggieTales Movie,11608779 
All About the Benjamins,11873145 
Exorcist II: The Heretic,11011000 
Our Family Wedding,7410546 
Vampire in Brooklyn,5637147 
An American Haunting,16443277 
My Boss's Daughter,1565357 
A Perfect Getaway,8815460 
Thinner,1171475 
Dead Man on Campus,1064948 
Tea with Mussolini,395874 
"New York, New York",-199698 
Jason X,2951798 
Crooklyn,-975830 
I Think I Love My Wife,-794589 
Hot Tub Time Machine 2,-1173356 
After,43926850 
Bobby,6597806 
Head Over Heels,-3602635 
Fun Size,-2833385 
Lost and Found,-7447745 
Le Scaphandre et le Papillon,8754472 
Little Children,121177 
Gossip,-1408730 
A Walk on the Moon,-9258013 
Suffragette,23888043 
Catch a Fire,-8217802 
Mr. Turner,11187026 
Soul Survivors,-9711754 
Easy Virtue,6537741 
Jefferson in Paris,-11538372 
Flipped,-9705365 
Caravans,-13000000 
Les herbes folles,-12096048 
Amen,-13725701 
The Lucky Ones,-13733033 
Margaret,-13376708 
The Salvation,-11052263 
Reign of Assassins,-2645770 
Brokeback Mountain,163080863 
Clueless,44256568 
Ca$h,-1961744 
Teenage Mutant Ninja Turtles,188500000 
The Ten Commandments,71933929 
Papillon,39792989 
Super Troopers 2,18466740 
Far From Heaven,15527914 
Seven Psychopaths,19535736 
Quills,-1767912 
The Border,-7381317 
Der Untergang,80131744 
The Caveman's Valentine,-12607494 
The Last Godfather,-13235753 
Under the Skin,-6070067 
Mar adentro,26386345 
No Good Deed,41123210 
Pinocchio,17160375 
Good Morning Vietnam,110922370 
Black Swan,318266710 
Save the Last Dance,109244329 
Justin Bieber: Never Say Never,86034125 
The First Purge,124054597 
Miracles from Heaven,60773317 
Snow Day,49452927 
The Butterfly Effect,82638592 
The Godfather: Part II,44386230 
The Shallows,105763442 
RoboCop,41125172 
A Nightmare on Elm Street 4: The Dream Master,36369899 
This Christmas,36733545 
About Last Night,37445860 
"Dude, Where's My Car?",60180297 
Young Guns,31726644 
St. Vincent,41837234 
Earth to Echo,29174545 
10 Things I Hate About You,47413950 
The New Guy,15972187 
Loaded Weapon 1,14979399 
Baby Geniuses,14151490 
The Big Hit,14073371 
Child's Play 2,21166572 
Harriet the Spy,13570048 
21 and Over,29195766 
The Mist,44189408 
Ex Machina,25298841 
Being John Malkovich,19382381 
Two Can Play That Game,9391450 
Eye in the Sky,22402802 
Admission,5733666 
The Perks of Being a Wallflower,20069303 
crazy/beautiful,6929123 
54,3757163 
Room,23316727 
Woodlawn,1403891 
Letters from Iwo Jima,54867998 
M?n som hatar kvinnor,96421911 
The Astronaut Farmer,-1858787 
Mrs. Harris Goes to Paris,18306302 
Dirty Work,-2979919 
Bajrangi Bhaijaan,108778347 
Woo,-4935028 
Robinson Crusoe,29446455 
Serial Mom,-5118665 
Dick,-6723131 
Light It Up,-7128397 
Bubble Boy,-7997690 
Birthday Girl,-4869273 
"Paris, je t'aime",-7824912 
Ben is Back,-383005 
Resurrecting the Champ,-9739445 
Chloe,176612 
The Widow of St. Pierre,-9941620 
Youth,11001573 
Faithful,-10895561 
Un Prophète,6910624 
"I Love You, Phillip Morris",10014027 
The Vatican Tapes,1929184 
Find Me Guilty,-10101775 
Excessive Force,-11847883 
Infamous,-10386283 
Attack the Block,-6540817 
Brothers,4856688 
The Claim,-11624365 
The Happy Prince,-10605381 
In The Land of Blood and Honey,-12490807 
The Killer Inside Me,-7546631 
Chico & Rita,-9652781 
Dumplin’,-12600802 
Rogue City,-12991427 
Womb,-13000000 
The Call,57021476 
Operation Chromite,36496532 
The Drop,6454534 
The Crocodile Hunter: Collision Course,20936931 
Machete,33870970 
Antwone Fisher,10867586 
La Guerre du feu,8459585 
The Emperor's Club,3693713 
True Romance,143293 
Sorority Row,14235797 
Glengarry Glen Ross,-1774350 
The Boy in the Striped Pyjamas,31583403 
Cat People,8500000 
The Prisoner of Zenda,-5500000 
Conviction,-673020 
Lars and the Real Girl,-1222881 
Solitary Man,-8139452 
Dancer in the Dark,33056774 
Casino Jack,-10227814 
Oscar and Lucinda,-10887043 
The Funeral,-11087201 
Tae Guik Gi: The Brotherhood of War,57326708 
The Perfect Game,-8568633 
The Paperboy,-8472337 
Ernest et Celestine,-3123556 
A Little Bit of Heaven,-11399713 
La Folle Histoire De Max Et Léon,-3587997 
Mortadelo y Filemón contra Jimmy el Cachondo,-9149057 
The Land Before Time,69672846 
Jaws,470947378 
The Exorcist,416214478 
The Fault in Our Stars,295166834 
American Pie,222723148 
Think Like a Man,101373764 
Heaven is for Real,88913556 
The Golden Child,67817937 
Star Trek II: The Wrath of Khan,83800000 
Barbershop,65063461 
WarGames,62433837 
Ace Ventura: Pet Detective,95217396 
Act of Valor,70497035 
Witness,53532576 
Step Up,98989157 
Chronicle,111681790 
Beavis and Butt-Head Do America,51118386 
Patton,50500000 
Project X,91028188 
"Three Billboards Outside Ebbing, Missouri",149158351 
Lion,137117900 
Overboard,79244913 
Jackie Brown,62727492 
Yentl,27012241 
Harold & Kumar Escape from Guantanamo Bay,31353117 
Philomena,86963392 
Time Bandits,25400000 
Crossroads,45000000 
Paper Towns,73450484 
Quarantine,29924774 
One Hour Photo,40223306 
The Eye,45577765 
Johnson Family Vacation,19286759 
How High,19222395 
Spartacus,48000000 
Crank,31924923 
The Muppet Christmas Carol,19724550 
Hell or High Water,25566117 
Frida,44131239 
Katy Perry: Part of Me,20700439 
Top Five,14001741 
Rounders,10921898 
Rudy,10750363 
Casino Royale,29744718 
Prophecy,10673340 
Project Almanac,20909437 
47 Meters Down: Uncaged,35582563 
Black and Blue,10730144 
Just Wright,9867665 
Stir of Echoes,11059379 
Tales from the Crypt: Demon Knight,9089146 
The Boys from Brazil,7000000 
The Upside of Anger,16915761 
Aquamarine,10978953 
Nebraska,12761360 
My Baby's Daddy,5322212 
Max Keeble's Big Move,5292381 
Young Adult,10750356 
The Turning,6460739 
About Time,73979738 
If Beale Street Could Talk,9398371 
Wish Upon,11477345 
Def Jam's How To Be a Player,2010363 
Living Out Loud,905901 
Rachel Getting Married,5475475 
The Postman Always Rings Twice,32200000 
Girl with a Pearl Earring,31153588 
Das Boot,72970337 
Unforgettable,4221211 
House of Flying Daggers,80863945 
I Still Believe,4368499 
Sorority Boys,516222 
Marshall,-1883184 
Cadillac Records,-3057484 
Arbitrage,23830713 
The Alamo,-4100000 
Screwed,-5017320 
Running With Scissors,-3293299 
Fortress,34730578 
For Greater Glory: The True Story of Cristiada,-1973745 
For Your Consideration,-6450077 
Celebrity,-5800000 
From Justin to Kelly,-7077834 
Invaders from Mars,-7015337 
Girl 6,-7119059 
In the Cut,11693646 
Charlie Bartlett,-6704091 
Two Lovers,4349034 
La grande bellezza,17545082 
Last Orders,-9673593 
Gwoemul,80618117 
The Pursuit of D.B. Cooper,-9895836 
Ravenous,-9937594 
The Dangerous Lives of Altar Boys,-10220716 
Stoker,34913 
Married Life,-9024812 
2046,7278598 
Kill the Irishman,-10811806 
Duma,-11005210 
Darling Companion,-10799654 
Ondine,-11442455 
Brother,-11522307 
Welcome to Collinwood,-7393716 
Kahlil Gibran's The Prophet,-10919638 
Life Before Her Eyes,-4796561 
Critical Care,-11779825 
Trade,-10486612 
Fateless,-11803143 
San qiang pai an jing qi,-11689054 
Breakfast of Champions,-11821713 
Company Man,-11377727 
Nanjing! Nanjing!,8122558 
Woman Walks Ahead,-11372462 
Trash,-5446814 
5 Days of War,-11912207 
10 Days in a Madhouse,-11985384 
1612,-6599376 
San cheng ji,-10049806 
Tu Xia Chuan Qi,-10171600 
Triangle,-10405045 
Stephen King's It,-12000000 
Supesu Batorushippu Yamato,-12000000 
Drive Hard,-12000000 
Dancin' It's On,-12000000 
Home,-12000000 
The Dressmaker,12474909 
Diamonds,-11818103 
Madadayo,-11850548 
Gisaengchung,241576722 
Carol,30554525 
Pet Sematary,45969850 
Dirty Grandpa,93578449 
The Cry of the Owl,-11500000 
St. Trinian’s,18430239 
Belle et Sébastien,15642499 
Wolfwalkers,-8008858 
Star Wars Ep. IV: A New Hope,764398007 
Gremlins,141445758 
Doctor Zhivago,101040388 
The Fighter,118262388 
High School Musical 3: Senior Year,263392880 
Fried Green Tomatoes,70204830 
Jackass: Number Two,74278712 
My Cousin Vinny,41929168 
If I Stay,67356170 
Major League,38793054 
Phone Booth,86837138 
A Walk to Remember,35060861 
Dead Man Walking,72088295 
Cruel Intentions,65238901 
Brooklyn,51076141 
The Secret Life of Bees,28994347 
Wind River,33984979 
Woman in Gold,47586407 
History of the World: Part I,20672000 
"I, Tonya",42797409 
Saw VI,58752402 
Corky Romano,14116103 
Fighting With My Family,30503088 
Raising Cain,10171695 
F.I.S.T,9388920 
Barry Lyndon,9169934 
Quartet,45178935 
Out Cold,3786394 
The Ladies Man,2719474 
Tomcats,2558739 
Inside Llewyn Davis,21943247 
Frailty,8947280 
Army of Darkness,10502976 
Kinsey,6443529 
Peeples,-1692834 
What's Eating Gilbert Grape,-1829786 
Boy Erased,862650 
Sultan,61989781 
Slackers,-5057782 
The Gospel of John,-6765645 
Vera Drake,2353855 
What If,-1185434 
La piel que habito,27156027 
The Guru,13150550 
Othello,-8155621 
The Perez Family,-8205944 
The Molly Maguires,-8800000 
Return to the Blue Lagoon,-9000000 
La Tortue Rouge,-4287097 
Romance and Cigarettes,-7768749 
Copying Beethoven,-4413676 
Brighton Rock,-10770347 
Le prénom,14307405 
LOL,-522494 
La famille Bélier,71438670 
The Banker,-8010000 
Misconduct,-8647489 
Eli,-11000000 
Saw V,107409778 
Les Intouchables,473830908 
Dolor y gloria,29037366 
Jindabyne,-7937456 
Line Walker (使徒行者),78769657 
Kabhi Alvida Naa Kehna,21825443 
Poltergeist,111006019 
Alien,173938105 
An Ideal Husband,20641183 
Darkness,23809206 
The Last Days on Mars,-10338636 
E.T. the Extra-Terrestrial,786603542 
2001: A Space Odyssey,61312523 
In the Land of Women,3640402 
Les gardiennes,-5557663 
There Goes My Baby,-10374831 
The Blue Butterfly,-8789806 
Le Fabuleux destin d'Amélie Poulain,163845760 
PMC: deo beong-keo,2178635 
Lovesick,43618 
Housefull,8626300 
September Dawn,-9033445 
Halloween,245416089 
Good Will Hunting,215925989 
The Grudge,177281115 
Don’t Breathe,148906350 
Stripes,75300000 
Saw III,153876815 
The Purge: Election Year,108514727 
Book Club,96256217 
Bring it On,80453550 
Insidious: The Last Key,162811971 
She's All That,53465522 
Saw IV,125759694 
Madea's Family Reunion,53320521 
White Noise,82094360 
The Color of Money,42293000 
Insidious Chapter 3,110453155 
The Mighty Ducks,40752337 
Lady Bird,70120944 
Precious (Based on the Novel Push by Sapphire),58722848 
The Best Exotic Marigold Hotel,124639780 
Hereditary,71263489 
"Love, Simon",55520633 
Bill & Ted’s Excellent Adventure,30510111 
The Longest Day,40100000 
Happy Gilmore,31004412 
Jigsaw,94223315 
Jeepers Creepers,48939035 
St. Elmo’s Fire,27800000 
Oliver!,27402877 
Recess: School's Out,34451470 
Mad Max Beyond Thunderdome,26230219 
Pete’s Dragon,26000000 
The Boy,58220952 
Commando,25078913 
"Everything, Everything",51603136 
Devil,53354114 
Friday After Next,23526835 
The Second Best Exotic Marigold Hotel,79400862 
The Last Dragon,23000447 
How to Be a Latin Lover,52556228 
The Lawnmower Man,22100816 
Nick and Norah's Infinite Playlist,23886017 
Calendar Girls,83074616 
Dogma,33948865 
Slender Man,41945949 
The Banger Sisters,28067218 
Snatch,73593107 
Road House,20050028 
Teen Titans Go! To The Movies,41620593 
When the Bough Breaks,20768449 
Twilight Zone: The Movie,19500000 
A Low Down Dirty Shame,19317886 
One Direction: This is Us,58260659 
Swimfan,24084228 
Employee of the Month,28364855 
Sinister 2,44104225 
The Forest,30749230 
The Fourth Kind,39486874 
The Outsiders,15707698 
Can't Hardly Wait,15358996 
Sparkle,14660323 
Kevin Hart: What Now?,13591043 
Mud,21556959 
Skyline,58264973 
The Grudge,39503117 
The Disaster Artist,18717667 
Blair Witch,28985577 
The Dead Zone,10766000 
F/X,10603715 
Valentine,10384136 
A Prairie Home Companion,16716191 
Reno 911!: Miami,11851362 
Jane Austen's Mafia,20143795 
Paranormal Activity: The Ghost Dimension,67959374 
Sugar Hill,8423914 
Kit Kittredge: An American Girl,7657973 
Invasion U.S.A.,7536256 
Roll Bounce,7433072 
The Good Liar,23209936 
Rushmore,9080435 
Tremors,6667391 
The Perfect Man,9535005 
Mo' Better Blues,6153000 
Kung Pow: Enter the Fist,7033556 
The Birth of a Nation,6891011 
The Unholy,20792024 
Wrong Turn,18649556 
The Long Riders,5198912 
The Corruptor,5164492 
"The Goods: Live Hard, Sell Hard",5297318 
My Week with Marilyn,24240572 
Big Eyes,17317872 
Broken Flowers,30744960 
Hey Arnold! The Movie,3684949 
Poms,7901314 
Brahms: The Boy II,8968326 
The Matador,7300838 
Love Jones,2554569 
The Gift,34567606 
End of the Spear,1924041 
Get Over It,9860259 
The Legend of Drunken Master,1546543 
Office Space,2179708 
The Beguiled,18039038 
Drop Dead Gorgeous,571408 
The Best of Enemies,268749 
The Spanish Prisoner,3835130 
Emma.,16448182 
Le Violon rouge,19109 
Very Bad Things,11094974 
Sleepover,-575948 
Movie 43,21164747 
Can You Ever Forgive Me?,2517379 
Body Double,-1198060 
MacGruber,-1370105 
Dirty Pretty Things,4156753 
Bad Words,-2156855 
While We're Young,7503828 
Over Her Dead Body,11596074 
Bones,-1621147 
Seeking a Friend for the End of the World,1766959 
Turistas,4321070 
Shut In,1360665 
Cedar Rapids,-2137869 
The Collection,-1109906 
Dog Days,-1803774 
American History X,-3280136 
A.X.L.,-1740247 
Teacher's Pet: The Movie,-3508031 
The Straight Story,-3800690 
Deuces Wild,-3755382 
"Run, Fatboy, Run",23512260 
Heartbeeps,-4000000 
Danny Collins,-728175 
Rescue Dawn,-2962114 
Stan & Ollie,19062674 
Black and White,-4758685 
Io sono l’amore,5121528 
King Kong Lives,-5288780 
Jay and Silent Bob Reboot,-5269772 
Brian Banks,-5623180 
On the Line,6222303 
Gotti,-3398008 
"Jeff, Who Lives at Home",-5291873 
Life Itself,-2039526 
Denial,-736060 
